,Image Path,Label
17190,rev09/16/16_20210712 (196).JPG,HUMANORVEHICLE
17474,rev08/24/24_20210515 (10).JPG,HUMANORVEHICLE
10665,rev01/40/40_20201026 (1515).JPG,WILDBOAR
3371,rev06/39/39_20210320 (297).JPG,CERVIDAE
17084,rev03/25/25_20201222 (166).JPG,HUMANORVEHICLE
4367,rev11/48/48_20210906 (896).JPG,CERVIDAE
23871,rev13/9/9_20211024 (1811).JPG,FALLOWDEER
4238,rev03/15/15_20201226 (1538).JPG,CERVIDAE
9998,rev01/41/41_20201027 (27).JPG,WILDBOAR
27469,rev04/17/17_20210211 (2995).JPG,HORSE
6831,rev15/18/18_20220126 (3915).JPG,DEER
7517,rev14/28/28_20211204 (799).JPG,DEER
28497,rev01/6/6_20201101 (2722).JPG,LEPORID
11467,rev01/37/37_20201112 (11648).JPG,WILDBOAR
19887,rev03/21/21_20201224 (1015).JPG,COW
21948,rev09/46/46_20210625 (927).JPG,COW
24314,rev04/37/37_20210126 (742).JPG,FALLOWDEER
10613,rev05/20/20_20210318 (3132).JPG,WILDBOAR
10479,rev14/28/28_20211205 (1431).JPG,WILDBOAR
23463,rev14/20/20_20211210 (787).JPG,FALLOWDEER
25928,rev04/15/15_20210123 (1827).JPG,HORSE
8762,rev14/49/49_20211129 (1155).JPG,DEER
5761,rev04/17/17_20210206 (2811).JPG,CERVIDAE
12441,rev11/2/2_20210818 (18745).JPG,FOX
26367,rev05/17/17_20210305 (300).JPG,HORSE
11640,rev01/28/28_20201104 (1273).JPG,WILDBOAR
548,rev07/49/49_20210501 (7076).JPG,EMPTY
29121,rev01/6/6_20201030 (2204).JPG,LEPORID
24868,rev14/9/9_20211203 (1556).JPG,FALLOWDEER
22323,rev08/24/24_20210519 (12496).JPG,FALLOWDEER
19236,rev04/21/21_20210115 (243).JPG,COW
29135,rev14/20/20_20211206 (523).JPG,LEPORID
11952,rev03/7/7_20201218 (86).JPG,WILDBOAR
23995,rev08/9/9_20210610 (9004).JPG,FALLOWDEER
29245,rev13/20/20_20211020 (516).JPG,RABBIT
9319,rev04/12/12_20210214 (235).JPG,WILDBOAR
3944,rev06/24/24_20210329 (3451).JPG,CERVIDAE
948,rev09/19/19_20210625 (1748).JPG,EMPTY
4308,rev07/2/2_20210422 (1112).JPG,CERVIDAE
28346,rev13/20/20_20211016 (204).JPG,LEPORID
11693,rev04/20/20_20210123 (237).JPG,WILDBOAR
17023,rev06/33/33_20210318 (19).JPG,HUMANORVEHICLE
15388,rev09/2/2_20210619 (12613).JPG,BADGER
23795,rev15/50/50_20220125 (8447).JPG,FALLOWDEER
21896,rev01/21/21_20201102 (2092).JPG,COW
5869,rev01/33/33_20201026 (53).JPG,CERVIDAE
27095,rev03/10/10_20210111 (3445).JPG,HORSE
25429,rev02/10/10_20201128 (1435).JPG,HORSE
20661,rev14/21/21_20211213 (8437).JPG,COW
28415,rev01/6/6_20201113 (3455).JPG,LEPORID
5008,rev05/36/36_20210319 (3021).JPG,CERVIDAE
448,rev09/2/2_20210622 (22671).JPG,EMPTY
24769,rev14/42/42_20211125 (41).JPG,FALLOWDEER
13980,rev03/7/7_20201230 (777).JPG,FOX
11209,rev14/20/20_20211129 (369).JPG,WILDBOAR
15949,rev03/36/36_20201230 (257).JPG,MONGOOSE
19907,rev14/17/17_20211125 (303).JPG,COW
27883,rev03/10/10_20210109 (2814).JPG,HORSE
14685,rev14/49/49_20211206 (2021).JPG,FOX
16334,rev02/10/10_20201117 (5).JPG,HUMANORVEHICLE
9364,rev05/11/11_20210225 (264).JPG,WILDBOAR
7535,rev14/16/16_20211208 (462).JPG,DEER
21952,rev14/21/21_20211126 (2239).JPG,COW
25717,rev04/15/15_20210208 (10786).JPG,HORSE
7365,rev14/4/4_20211205 (2280).JPG,DEER
14835,rev15/22/22_20211231 (137).JPG,FOX
1127,rev12/35/35_20210922 (409).JPG,EMPTY
25435,rev04/15/15_20210125 (3979).JPG,HORSE
4407,rev04/10/10_20210218 (6085).JPG,CERVIDAE
1799,rev10/49/49_20210804 (17586).JPG,EMPTY
16780,rev05/2/2_20210219 (12).JPG,HUMANORVEHICLE
10089,rev14/49/49_20211128 (1079).JPG,WILDBOAR
20115,rev04/2/2_20210118 (1629).JPG,COW
2387,rev15/9/9_20211217 (55).JPG,EMPTY
3034,rev15/18/18_20211231 (1149).JPG,CERVIDAE
14013,rev04/11/11_20210128 (376).JPG,FOX
16872,rev15/45/45_20211216 (1).JPG,HUMANORVEHICLE
13988,rev09/47/47_20210625 (605).JPG,FOX
5648,rev04/10/10_20210217 (5859).JPG,CERVIDAE
14322,rev06/31/31_20210328 (458).JPG,FOX
19578,rev01/21/21_20201113 (5420).JPG,COW
13207,rev10/31/31_20210802 (6262).JPG,FOX
26098,rev02/10/10_20201215 (6356).JPG,HORSE
6066,rev15/38/38_20211221 (331).JPG,DEER
3512,rev13/9/9_20211114 (3888).JPG,CERVIDAE
7000,rev14/10/10_20211211 (5179).JPG,DEER
11633,rev04/11/11_20210207 (730).JPG,WILDBOAR
26494,rev05/15/15_20210310 (7399).JPG,HORSE
29673,rev13/20/20_20211022 (635).JPG,HARE
27587,rev09/44/44_20210628 (856).JPG,HORSE
7556,rev04/15/15_20210129 (6462).JPG,DEER
24391,rev15/50/50_20211218 (216).JPG,FALLOWDEER
7816,rev01/21/21_20201030 (1350).JPG,DEER
22087,rev11/4/4_20210829 (4238).JPG,COW
8131,rev08/18/18_20210527 (1108).JPG,DEER
26089,rev05/15/15_20210310 (7347).JPG,HORSE
5758,rev14/4/4_20211124 (386).JPG,CERVIDAE
4288,rev01/21/21_20201026 (58).JPG,CERVIDAE
6695,rev09/28/28_20210616 (243).JPG,DEER
18791,rev01/28/28_20201019 (4).JPG,HUMANORVEHICLE
26376,rev10/46/46_20210815 (1345).JPG,HORSE
27066,rev03/17/17_20201225 (20).JPG,HORSE
17038,rev11/38/38_20210815 (19).JPG,HUMANORVEHICLE
28133,rev01/6/6_20201031 (2537).JPG,LEPORID
7802,rev04/1/1_20210125 (265).JPG,DEER
20899,rev03/2/2_20210108 (8234).JPG,COW
3260,rev07/2/2_20210419 (574).JPG,CERVIDAE
24644,rev15/18/18_20220117 (2226).JPG,FALLOWDEER
15199,rev01/42/42_20201113 (121).JPG,BADGER
16045,rev14/38/38_20211217 (1229).JPG,HUMANORVEHICLE
21275,rev11/35/35_20210829 (1469).JPG,COW
8273,rev14/10/10_20211209 (4567).JPG,DEER
28963,rev01/6/6_20201102 (2910).JPG,LEPORID
18317,rev14/38/38_20211217 (1191).JPG,HUMANORVEHICLE
25814,rev09/46/46_20210630 (1297).JPG,HORSE
17785,rev02/15/15_20201117 (9).JPG,HUMANORVEHICLE
27123,rev11/46/46_20210823 (1635).JPG,HORSE
2840,rev08/49/49_20210523 (12038).JPG,EMPTY
24914,rev04/33/33_20210123 (105).JPG,FALLOWDEER
2615,rev09/32/32_20210616 (7559).JPG,EMPTY
28015,rev03/2/2_20201228 (4392).JPG,HORSE
19350,rev11/35/35_20210829 (1595).JPG,COW
8369,rev09/1/1_20210627 (1830).JPG,DEER
10609,rev05/15/15_20210318 (10991).JPG,WILDBOAR
8421,rev09/28/28_20210618 (933).JPG,DEER
3560,rev07/5/5_20210503 (3600).JPG,CERVIDAE
20498,rev04/4/4_20210123 (1810).JPG,COW
17891,rev11/17/17_20210913 (13780).JPG,HUMANORVEHICLE
25333,rev05/15/15_20210219 (96).JPG,HORSE
4081,rev05/19/19_20210224 (196).JPG,CERVIDAE
1511,rev04/7/7_20210211 (2937).JPG,EMPTY
23109,rev07/9/9_20210430 (578).JPG,FALLOWDEER
5858,rev03/2/2_20201227 (3283).JPG,CERVIDAE
5281,rev05/19/19_20210313 (927).JPG,CERVIDAE
12134,rev07/11/11_20210419 (42).JPG,FOX
20905,rev07/21/21_20210424 (2173).JPG,COW
7229,rev01/21/21_20201101 (2016).JPG,DEER
7215,rev02/15/15_20201125 (2267).JPG,DEER
16040,rev09/19/19_20210618 (11).JPG,HUMANORVEHICLE
19509,rev03/21/21_20210104 (4379).JPG,COW
28302,rev14/11/11_20211129 (71).JPG,LEPORID
13698,rev11/32/32_20210819 (15723).JPG,FOX
18570,rev15/31/31_20220125 (261).JPG,HUMANORVEHICLE
29690,rev09/11/11_20210623 (2027).JPG,HARE
473,rev10/25/25_20210720 (5394).JPG,EMPTY
29132,rev15/4/4_20211219 (603).JPG,LEPORID
17531,rev14/41/41_20211119 (3).JPG,HUMANORVEHICLE
7021,rev14/17/17_20211123 (147).JPG,DEER
13723,rev14/48/48_20211126 (128).JPG,FOX
1846,rev08/35/35_20210526 (1598).JPG,EMPTY
21783,rev10/46/46_20210728 (733).JPG,COW
20832,rev14/4/4_20211216 (6417).JPG,COW
17795,rev05/15/15_20210219 (9).JPG,HUMANORVEHICLE
9015,rev13/49/49_20211101 (876).JPG,WILDBOAR
8948,rev04/2/2_20210123 (3058).JPG,DEER
19890,rev11/4/4_20210912 (7222).JPG,COW
29620,rev15/4/4_20211220 (879).JPG,HARE
28435,rev12/20/20_20210920 (1306).JPG,LEPORID
21866,rev09/9/9_20210628 (1004).JPG,COW
11610,rev14/10/10_20211208 (4395).JPG,WILDBOAR
5825,rev15/4/4_20220114 (5784).JPG,CERVIDAE
1897,rev09/49/49_20210628 (13503).JPG,EMPTY
1851,rev11/20/20_20210820 (6264).JPG,EMPTY
7157,rev09/28/28_20210620 (1556).JPG,DEER
24164,rev04/33/33_20210123 (47).JPG,FALLOWDEER
29616,rev06/2/2_20210406 (4437).JPG,HARE
1681,rev03/2/2_20210103 (7627).JPG,EMPTY
1452,rev09/49/49_20210630 (19537).JPG,EMPTY
29039,rev01/6/6_20201030 (2212).JPG,LEPORID
8967,rev09/44/44_20210710 (1307).JPG,DEER
10301,rev12/49/49_20210929 (550).JPG,WILDBOAR
18486,rev09/24/24_20210615 (7).JPG,HUMANORVEHICLE
11728,rev13/28/28_20211031 (567).JPG,WILDBOAR
22308,rev09/28/28_20210616 (308).JPG,FALLOWDEER
26351,rev04/9/9_20210131 (1071).JPG,HORSE
16962,rev09/10/10_20210713 (6164).JPG,HUMANORVEHICLE
15057,rev03/9/9_20201228 (1635).JPG,BADGER
11148,rev03/31/31_20210107 (486).JPG,WILDBOAR
14927,rev14/24/24_20211128 (693).JPG,FOX
16130,rev05/11/11_20210218 (4).JPG,HUMANORVEHICLE
16119,rev13/2/2_20211121 (2897).JPG,HUMANORVEHICLE
9669,rev03/24/24_20201221 (93).JPG,WILDBOAR
28428,rev13/11/11_20211118 (560).JPG,LEPORID
22830,rev08/33/33_20210611 (817).JPG,FALLOWDEER
299,rev06/28/28_20210320 (9170).JPG,EMPTY
1107,rev07/25/25_20210502 (14721).JPG,EMPTY
24956,rev15/10/10_20220119 (8742).JPG,FALLOWDEER
850,rev07/49/49_20210508 (16417).JPG,EMPTY
14711,rev01/31/31_20201115 (457).JPG,FOX
25273,rev02/10/10_20201128 (1096).JPG,HORSE
12263,rev14/19/19_20211202 (99).JPG,FOX
16783,rev15/49/49_20220125 (1471).JPG,HUMANORVEHICLE
2246,rev08/38/38_20210603 (5153).JPG,EMPTY
16263,rev10/41/41_20210712 (9).JPG,HUMANORVEHICLE
28962,rev05/20/20_20210225 (410).JPG,LEPORID
11223,rev04/20/20_20210209 (888).JPG,WILDBOAR
14362,rev04/2/2_20210130 (5672).JPG,FOX
9800,rev14/16/16_20211128 (184).JPG,WILDBOAR
6383,rev14/38/38_20211210 (793).JPG,DEER
6086,rev05/15/15_20210310 (7844).JPG,DEER
4118,rev05/15/15_20210221 (2396).JPG,CERVIDAE
24446,rev05/2/2_20210316 (4342).JPG,FALLOWDEER
8,rev14/4/4_20211217 (13350).JPG,EMPTY
20401,rev06/2/2_20210417 (8610).JPG,COW
5367,rev01/21/21_20201031 (1858).JPG,CERVIDAE
27325,rev11/35/35_20210910 (2573).JPG,HORSE
15895,rev04/34/34_20210117 (169).JPG,MONGOOSE
4040,rev07/10/10_20210422 (451).JPG,CERVIDAE
13850,rev04/11/11_20210203 (626).JPG,FOX
716,rev08/25/25_20210518 (4583).JPG,EMPTY
7791,rev14/4/4_20211205 (2279).JPG,DEER
26749,rev14/10/10_20211203 (3019).JPG,HORSE
20374,rev15/21/21_20220101 (5600).JPG,COW
22079,rev11/21/21_20210820 (382).JPG,COW
21334,rev07/49/49_20210423 (2199).JPG,COW
21858,rev10/9/9_20210802 (1870).JPG,COW
15526,rev03/9/9_20201228 (1647).JPG,BADGER
1369,rev13/21/21_20211105 (4244).JPG,EMPTY
5101,rev01/39/39_20201023 (237).JPG,CERVIDAE
11993,rev07/48/48_20210504 (514).JPG,WILDBOAR
23327,rev08/46/46_20210525 (388).JPG,FALLOWDEER
3097,rev10/49/49_20210813 (21326).JPG,CERVIDAE
6167,rev14/32/32_20211126 (100).JPG,DEER
28400,rev15/4/4_20211220 (880).JPG,LEPORID
24312,rev14/18/18_20211211 (1446).JPG,FALLOWDEER
28565,rev01/21/21_20201026 (21).JPG,LEPORID
22672,rev10/46/46_20210807 (967).JPG,FALLOWDEER
19113,rev08/24/24_20210517 (5241).JPG,GENET
9572,rev14/49/49_20211128 (1007).JPG,WILDBOAR
29461,rev06/2/2_20210328 (3241).JPG,HARE
774,rev11/10/10_20210905 (35545).JPG,EMPTY
2296,rev01/26/26_20201103 (7976).JPG,EMPTY
28121,rev08/46/46_20210613 (1192).JPG,HORSE
3657,rev06/35/35_20210416 (1583).JPG,CERVIDAE
11898,rev13/49/49_20211111 (2594).JPG,WILDBOAR
9382,rev06/33/33_20210321 (36).JPG,WILDBOAR
16686,rev04/18/18_20210117 (578).JPG,HUMANORVEHICLE
17448,rev01/13/13_20201118 (169).JPG,HUMANORVEHICLE
25723,rev04/17/17_20210211 (3048).JPG,HORSE
24572,rev14/21/21_20211124 (830).JPG,FALLOWDEER
8850,rev14/21/21_20211209 (6597).JPG,DEER
23609,rev09/10/10_20210630 (3141).JPG,FALLOWDEER
25866,rev11/35/35_20210910 (2590).JPG,HORSE
8981,rev07/1/1_20210422 (269).JPG,DEER
19026,rev01/11/11_20201116 (227).JPG,GENET
5973,rev13/4/4_20211104 (3784).JPG,CERVIDAE
15236,rev06/24/24_20210319 (169).JPG,BADGER
14479,rev13/32/32_20211113 (5118).JPG,FOX
18433,rev09/50/50_20210616 (2).JPG,HUMANORVEHICLE
23631,rev15/9/9_20220120 (1856).JPG,FALLOWDEER
5632,rev13/21/21_20211102 (3649).JPG,CERVIDAE
18192,rev12/21/21_20211010 (603).JPG,HUMANORVEHICLE
23768,rev08/33/33_20210611 (855).JPG,FALLOWDEER
21393,rev14/21/21_20211211 (7438).JPG,COW
13354,rev01/20/20_20201115 (1242).JPG,FOX
16146,rev04/17/17_20210114 (9).JPG,HUMANORVEHICLE
21560,rev07/21/21_20210421 (1691).JPG,COW
11432,rev02/12/12_20201123 (117).JPG,WILDBOAR
19781,rev13/21/21_20211106 (4295).JPG,COW
5786,rev14/25/25_20211217 (521).JPG,CERVIDAE
29615,rev13/2/2_20211106 (1635).JPG,HARE
8296,rev04/15/15_20210206 (9658).JPG,DEER
11512,rev15/20/20_20211230 (305).JPG,WILDBOAR
5467,rev01/37/37_20201113 (11816).JPG,CERVIDAE
18517,rev01/38/38_20201019 (4).JPG,HUMANORVEHICLE
20776,rev01/26/26_20201108 (10103).JPG,COW
25404,rev05/15/15_20210219 (108).JPG,HORSE
17902,rev01/9/9_20201025 (2).JPG,HUMANORVEHICLE
3087,rev04/15/15_20210211 (15659).JPG,CERVIDAE
100,rev09/36/36_20210622 (13181).JPG,EMPTY
20464,rev09/46/46_20210625 (919).JPG,COW
15640,rev06/41/41_20210331 (3680).JPG,BADGER
2478,rev14/21/21_20211206 (5562).JPG,EMPTY
9389,rev14/20/20_20211209 (538).JPG,WILDBOAR
5431,rev06/19/19_20210328 (664).JPG,CERVIDAE
10815,rev07/24/24_20210420 (3465).JPG,WILDBOAR
10101,rev01/37/37_20201113 (12299).JPG,WILDBOAR
24096,rev06/46/46_20210405 (60).JPG,FALLOWDEER
24499,rev14/21/21_20211213 (8498).JPG,FALLOWDEER
16922,rev01/25/25_20201117 (1223).JPG,HUMANORVEHICLE
20482,rev03/21/21_20201221 (502).JPG,COW
26147,rev10/46/46_20210812 (1114).JPG,HORSE
27076,rev14/4/4_20211213 (3667).JPG,HORSE
15691,rev03/28/28_20201226 (3367).JPG,MONGOOSE
13783,rev03/32/32_20201227 (114).JPG,FOX
8455,rev09/38/38_20210620 (203).JPG,DEER
20773,rev07/49/49_20210423 (2352).JPG,COW
10317,rev14/21/21_20211214 (8844).JPG,WILDBOAR
21333,rev11/9/9_20210818 (196).JPG,COW
5538,rev05/38/38_20210222 (228).JPG,CERVIDAE
22570,rev09/33/33_20210620 (111).JPG,FALLOWDEER
831,rev11/20/20_20210817 (1579).JPG,EMPTY
19612,rev06/2/2_20210414 (7291).JPG,COW
13339,rev14/48/48_20211123 (76).JPG,FOX
18310,rev09/50/50_20210616 (34).JPG,HUMANORVEHICLE
23523,rev14/49/49_20211124 (643).JPG,FALLOWDEER
18067,rev08/9/9_20210615 (12940).JPG,HUMANORVEHICLE
8283,rev13/10/10_20211113 (5971).JPG,DEER
6180,rev09/50/50_20210622 (17133).JPG,DEER
29512,rev15/4/4_20211220 (883).JPG,HARE
1928,rev07/49/49_20210423 (1787).JPG,EMPTY
1370,rev01/15/15_20201108 (8634).JPG,EMPTY
3090,rev01/6/6_20201030 (1983).JPG,CERVIDAE
19287,rev07/21/21_20210421 (1156).JPG,COW
26104,rev11/46/46_20210822 (1319).JPG,HORSE
18524,rev04/36/36_20210115 (8).JPG,HUMANORVEHICLE
7990,rev01/21/21_20201030 (1329).JPG,DEER
19594,rev14/21/21_20211210 (7047).JPG,COW
6413,rev15/2/2_20211226 (926).JPG,DEER
22006,rev08/9/9_20210603 (1223).JPG,COW
28523,rev06/2/2_20210407 (4782).JPG,LEPORID
7501,rev14/18/18_20211212 (1730).JPG,DEER
9566,rev01/29/29_20201031 (211).JPG,WILDBOAR
1916,rev04/34/34_20210125 (1285).JPG,EMPTY
27946,rev03/10/10_20201230 (2426).JPG,HORSE
22846,rev09/21/21_20210711 (3333).JPG,FALLOWDEER
29058,rev01/6/6_20201107 (3088).JPG,LEPORID
23934,rev08/39/39_20210601 (7788).JPG,FALLOWDEER
12849,rev03/32/32_20201230 (190).JPG,FOX
22769,rev15/21/21_20211226 (3491).JPG,FALLOWDEER
704,rev15/1/1_20220108 (208).JPG,EMPTY
14205,rev05/28/28_20210302 (888).JPG,FOX
28427,rev12/20/20_20210921 (1412).JPG,LEPORID
8689,rev08/18/18_20210602 (1487).JPG,DEER
23447,rev01/25/25_20201109 (1124).JPG,FALLOWDEER
19885,rev09/9/9_20210630 (1743).JPG,COW
11079,rev04/15/15_20210130 (6808).JPG,WILDBOAR
3619,rev15/28/28_20211217 (49).JPG,CERVIDAE
27588,rev14/10/10_20211203 (2702).JPG,HORSE
7425,rev14/4/4_20211121 (30).JPG,DEER
5987,rev06/9/9_20210407 (524).JPG,CERVIDAE
12019,rev07/31/31_20210511 (1116).JPG,FOX
20318,rev06/17/17_20210320 (119).JPG,COW
11995,rev03/11/11_20210103 (309).JPG,FOX
8917,rev09/28/28_20210619 (1108).JPG,DEER
25536,rev13/50/50_20211107 (7919).JPG,HORSE
7180,rev05/36/36_20210306 (1121).JPG,DEER
16970,rev03/10/10_20210115 (4044).JPG,HUMANORVEHICLE
1976,rev06/20/20_20210404 (7553).JPG,EMPTY
12985,rev11/4/4_20210909 (6504).JPG,FOX
9634,rev03/33/33_20201227 (416).JPG,WILDBOAR
14937,rev11/42/42_20210904 (977).JPG,FOX
25102,rev09/28/28_20210620 (1394).JPG,FALLOWDEER
2309,rev10/36/36_20210716 (14625).JPG,EMPTY
3549,rev01/21/21_20201031 (1966).JPG,CERVIDAE
1766,rev11/10/10_20210904 (24584).JPG,EMPTY
7150,rev11/38/38_20210910 (2355).JPG,DEER
20340,rev09/21/21_20210630 (1024).JPG,COW
4962,rev06/49/49_20210412 (622).JPG,CERVIDAE
23739,rev14/18/18_20211212 (1659).JPG,FALLOWDEER
23588,rev14/16/16_20211208 (487).JPG,FALLOWDEER
9680,rev03/43/43_20210102 (1022).JPG,WILDBOAR
4907,rev01/34/34_20201111 (5497).JPG,CERVIDAE
24458,rev06/2/2_20210321 (428).JPG,FALLOWDEER
20325,rev05/21/21_20210312 (1893).JPG,COW
5164,rev05/24/24_20210316 (3768).JPG,CERVIDAE
20707,rev14/21/21_20211206 (6083).JPG,COW
17666,rev09/19/19_20210618 (3).JPG,HUMANORVEHICLE
17579,rev05/17/17_20210318 (905).JPG,HUMANORVEHICLE
16834,rev03/28/28_20201218 (30).JPG,HUMANORVEHICLE
23515,rev14/18/18_20211204 (506).JPG,FALLOWDEER
23426,rev01/9/9_20201027 (120).JPG,FALLOWDEER
11424,rev14/49/49_20211125 (720).JPG,WILDBOAR
4638,rev03/4/4_20201228 (2777).JPG,CERVIDAE
27516,rev03/17/17_20201227 (97).JPG,HORSE
14533,rev04/11/11_20210129 (478).JPG,FOX
18483,rev13/16/16_20211119 (957).JPG,HUMANORVEHICLE
9451,rev14/49/49_20211205 (1782).JPG,WILDBOAR
8237,rev05/15/15_20210227 (5338).JPG,DEER
19860,rev14/4/4_20211215 (4121).JPG,COW
1655,rev10/32/32_20210714 (11655).JPG,EMPTY
12842,rev03/11/11_20210110 (379).JPG,FOX
2861,rev12/32/32_20210930 (9426).JPG,EMPTY
28623,rev04/37/37_20210202 (1826).JPG,LEPORID
14100,rev04/2/2_20210121 (2721).JPG,FOX
10723,rev01/28/28_20201106 (1913).JPG,WILDBOAR
10375,rev14/28/28_20211204 (986).JPG,WILDBOAR
8801,rev13/20/20_20211116 (1146).JPG,DEER
27578,rev04/15/15_20210123 (1519).JPG,HORSE
3322,rev15/4/4_20220109 (5023).JPG,CERVIDAE
9357,rev04/15/15_20210130 (6801).JPG,WILDBOAR
21938,rev03/21/21_20201228 (2211).JPG,COW
9665,rev07/47/47_20210504 (1208).JPG,WILDBOAR
27092,rev11/4/4_20210817 (867).JPG,HORSE
5903,rev05/39/39_20210220 (67).JPG,CERVIDAE
3861,rev14/28/28_20211130 (506).JPG,CERVIDAE
8063,rev14/4/4_20211203 (1953).JPG,DEER
4812,rev04/17/17_20210130 (1292).JPG,CERVIDAE
2126,rev09/2/2_20210622 (22979).JPG,EMPTY
21132,rev01/24/24_20201028 (1300).JPG,COW
26055,rev09/17/17_20210618 (84).JPG,HORSE
25406,rev03/15/15_20201217 (45).JPG,HORSE
2952,rev06/24/24_20210411 (14300).JPG,EMPTY
2088,rev01/26/26_20201113 (17695).JPG,EMPTY
10668,rev14/28/28_20211209 (1610).JPG,WILDBOAR
981,rev14/39/39_20211125 (1161).JPG,EMPTY
19009,rev09/11/11_20210708 (8511).JPG,GENET
6558,rev15/21/21_20220118 (10649).JPG,DEER
22949,rev15/4/4_20220125 (8460).JPG,FALLOWDEER
27966,rev04/15/15_20210210 (13274).JPG,HORSE
23859,rev04/33/33_20210123 (113).JPG,FALLOWDEER
17657,rev09/31/31_20210712 (8237).JPG,HUMANORVEHICLE
5267,rev13/2/2_20211019 (582).JPG,CERVIDAE
24750,rev15/50/50_20220122 (8016).JPG,FALLOWDEER
13151,rev15/48/48_20220109 (253).JPG,FOX
9438,rev06/36/36_20210414 (11903).JPG,WILDBOAR
800,rev13/32/32_20211107 (4911).JPG,EMPTY
10266,rev06/9/9_20210406 (509).JPG,WILDBOAR
17349,rev08/36/36_20210514 (7).JPG,HUMANORVEHICLE
20346,rev01/21/21_20201107 (3408).JPG,COW
21543,rev07/21/21_20210419 (840).JPG,COW
15902,rev12/31/31_20210918 (91).JPG,MONGOOSE
17830,rev09/3/3_20210615 (4).JPG,HUMANORVEHICLE
3290,rev05/2/2_20210310 (3133).JPG,CERVIDAE
29197,rev05/2/2_20210309 (3004).JPG,LEPORID
28136,rev13/20/20_20211017 (326).JPG,LEPORID
16606,rev12/1/1_20211011 (401).JPG,HUMANORVEHICLE
14701,rev04/11/11_20210201 (543).JPG,FOX
15292,rev06/47/47_20210418 (827).JPG,BADGER
11062,rev08/33/33_20210522 (141).JPG,WILDBOAR
1516,rev11/2/2_20210819 (23390).JPG,EMPTY
8530,rev06/19/19_20210331 (1001).JPG,DEER
1781,rev09/36/36_20210621 (8188).JPG,EMPTY
26792,rev11/46/46_20210823 (1471).JPG,HORSE
2070,rev12/32/32_20210915 (935).JPG,EMPTY
19566,rev06/17/17_20210404 (931).JPG,COW
25803,rev14/9/9_20211206 (1698).JPG,HORSE
13566,rev15/11/11_20220114 (381).JPG,FOX
16711,rev01/13/13_20201025 (3).JPG,HUMANORVEHICLE
21681,rev14/17/17_20211125 (324).JPG,COW
2432,rev09/2/2_20210620 (12865).JPG,EMPTY
6856,rev13/20/20_20211019 (442).JPG,DEER
15766,rev01/21/21_20201101 (1974).JPG,MONGOOSE
25315,rev14/10/10_20211203 (2715).JPG,HORSE
18885,rev11/24/24_20210818 (17).JPG,HUMANORVEHICLE
13963,rev13/25/25_20211114 (572).JPG,FOX
21201,rev14/4/4_20211215 (4833).JPG,COW
11579,rev13/44/44_20211029 (71).JPG,WILDBOAR
10660,rev04/11/11_20210206 (675).JPG,WILDBOAR
20874,rev03/2/2_20201228 (4286).JPG,COW
6584,rev02/10/10_20201213 (5828).JPG,DEER
3217,rev07/19/19_20210507 (1856).JPG,CERVIDAE
7666,rev09/28/28_20210627 (3196).JPG,DEER
19486,rev04/10/10_20210213 (5089).JPG,COW
28851,rev01/6/6_20201031 (2559).JPG,LEPORID
7188,rev06/2/2_20210327 (2632).JPG,DEER
13755,rev02/14/14_20201121 (51).JPG,FOX
12005,rev11/2/2_20210817 (4034).JPG,FOX
24786,rev06/22/22_20210416 (8649).JPG,FALLOWDEER
796,rev09/47/47_20210702 (1062).JPG,EMPTY
24996,rev14/25/25_20211206 (345).JPG,FALLOWDEER
26240,rev05/15/15_20210221 (1898).JPG,HORSE
13671,rev03/34/34_20201216 (47).JPG,FOX
15165,rev10/9/9_20210809 (2656).JPG,BADGER
10811,rev05/20/20_20210307 (1160).JPG,WILDBOAR
15492,rev01/42/42_20201106 (67).JPG,BADGER
11301,rev06/50/50_20210409 (264).JPG,WILDBOAR
26739,rev05/15/15_20210222 (3162).JPG,HORSE
13300,rev04/11/11_20210128 (374).JPG,FOX
7770,rev14/21/21_20211126 (1247).JPG,DEER
18808,rev04/18/18_20210219 (6830).JPG,HUMANORVEHICLE
5309,rev01/26/26_20201111 (13609).JPG,CERVIDAE
9314,rev14/20/20_20211123 (112).JPG,WILDBOAR
6609,rev14/21/21_20211209 (6925).JPG,DEER
3101,rev05/36/36_20210316 (2379).JPG,CERVIDAE
28450,rev01/17/17_20201026 (35).JPG,LEPORID
8276,rev01/21/21_20201107 (2939).JPG,DEER
19774,rev08/9/9_20210603 (1093).JPG,COW
11459,rev14/20/20_20211211 (894).JPG,WILDBOAR
6693,rev13/50/50_20211023 (3739).JPG,DEER
26,rev03/28/28_20201226 (13320).JPG,EMPTY
5765,rev04/18/18_20210214 (4142).JPG,CERVIDAE
6030,rev09/28/28_20210619 (1216).JPG,DEER
11047,rev01/28/28_20201105 (1309).JPG,WILDBOAR
3099,rev05/15/15_20210221 (2356).JPG,CERVIDAE
28353,rev13/20/20_20211108 (976).JPG,LEPORID
10924,rev14/10/10_20211206 (3836).JPG,WILDBOAR
20413,rev10/9/9_20210719 (1216).JPG,COW
21323,rev01/15/15_20201107 (7703).JPG,COW
12523,rev07/19/19_20210508 (1949).JPG,FOX
17344,rev03/8/8_20201218 (6).JPG,HUMANORVEHICLE
6071,rev14/36/36_20220125 (2220).JPG,DEER
